Command,N,Command building etc.,Labels,Komutanlık
Commands,N/Pl,Program or key commands,Labels,Komutlar
Common,ADJ,"A ""common"" item",Grades,Sıradan
Communication,N,,Labels,İletişim
Community,N,,Labels,Topluluk
Compass,N,,Labels,Pusula
Complete,V/T/Imp,To complete settings IM,Actions,Tamamla
Complete,V/T/Imp,To complete a mission,Actions,Bitir
Complete Mission,VP/Imp,,Actions,Görevi Bitir
Completed,V/Past/Pass,Settings were completed,Status,Tamamlandı
Completed,V/Past/Pass,Mission completed,Status,Bitirildi
Composer,N,,Credits,Bestekâr
CON,N/Abbr.,Character's stat,Labels,BÜN
Concept Artist,NP,,Credits,Konsept Sanatçısı
Concept Artists,NP/Pl,,Credits,Konsept Sanatçıları
Confirm,V/T/Imp,To confirm ,Actions,Onayla
Confirmed,V/Past/Pass,Sth was confirmed by sb,Status,Onaylandı
Connection Lost,VP,,Sentences,Bağlantı Koptu
Constitution,N,Character's stat,Labels,Bünye
Consumable,ADJ,If it's a reusable,Labels,Tüketilebilir
Consumable,ADJ,If it isn't resuable,Labels,Tek Kullanımlık
Consumables,N/Pl,Reusable items,Labels,Tüketilebilirler
Consumables,N/Pl,Non reusable items,Labels,Tek Kullanımlıklar
Consume,V/T/Imp,To consume an item,Actions,Tüket
Consume,V/T/Imp,To consume a soul,Actions,Soğur
Consumed,V/Past/Pass,An item was consumed by sb,Status,Tüketildi
Consumed,V/Past/Pass,A soul was consumed by sb,Status,Soğuruldu
Consuming,V/PrCon/Act,Sb is consuming a soul etc.,Actions,Soğuruyor
Consuming,V/PrCon/Act,Sb is consuming an item etc.,Actions,Tüketiyor
Container,N,,Labels,Kutu
Containers,N/Pl,,Labels,Kutular
Continue,V/I/Imp,To continue,Actions,Devam Et
Contrast,N,,Labels,Kontrast
Control,N,A control,Labels,Kontrol
Control,V/T/Imp,To control sth,Actions,Kontrol Et
Control Scheme,NP,,Labels,Kontrol Şeması
Control Schemes,NP/Pl,,Labels,Kontrol Şemaları
Controller Scheme,NP,,Labels,Kontrolcü Şeması
Controller Schemes,NP/Pl,,Labels,Kontrolcü Şemaları
Controller Vibration,NP,,Labels,Kontrolcü Titreşimi
Controls,N/Pl,,Labels,Kontroller
Cook,V/T/Imp,To cook,Actions,Pişir
Cook,N,"A cook, chef",Labels,Aşçı
Cooked,ADJ,"A ""cooked"" item etc.",Labels,Pişmiş
Cooked,V/Past/Pass,Sth or sb is cooked by sb,Status,Pişirildi
Cooked Meat,NP,,Labels,Pişmiş Et
Cookie,N,Cookie to eat,Labels,Kurabiye
Cookie,N,Website cookies etc.,Labels,Çerez
Cookies,N/Pl,Website cookies etc.,Labels,Çerezler
Cookies,N/Pl,Cookies to eat,Labels,Kurabiyeler
Cooking,N,"In menus, cooking skill etc.",Labels,Yemek Pişirme
Cooldown,N,Skill cooldown,Labels,Bekleme Süresi
Co-op,NP/Abbr.,,Labels,İşbirliği Modu
Cooperative,N,,Labels,İşbirliği Modu
Copper,N,,Labels,Bakır
Copper Dagger,NP,,Labels,Bakır Hançer
Copper Ingot,NP,,Labels,Bakır Külçe
Copper Ingots,NP,,Labels,Bakır Külçeleri
Copper Knife,NP,,Labels,Bakır Bıçak
Copper Ore,NP,,Labels,Bakır Cevheri
Copper Pickaxe,NP,,Labels,Bakır Kazma
Copper Ring,NP,,Labels,Bakır Yüzük
Coppers,N/Pl,,Labels,Bakırlar
Cow,N,,Labels,İnek
Cows,N/Pl,,Labels,İnekler
Craft,V/T/Imp,To craft an item,Actions,Yap
Craft,N,"A ""craft""",Labels,Zanaat
Crafted,V/Past/Pass,Sth was crafted by sb,Status,Yapıldı
Crafter,N,,Labels,Zanaatkâr
Crafting,N,"In menus, crafting skill etc.",Labels,Zanaatkârlık
Crafting,V/PrCon/Act,Sb is crafting sth,Actions,Yapıyor
Crafting Skill,NP,,Labels,Zanaatkârlık Becerisi
Craftsman,N,,Labels,Zanaatkâr
Craftsmanship,N,Crafting skill etc.,Labels,Zanaatkârlık
Crate,N,"Chest, container etc.",Labels,Sandık
Crates,N/Pl,"Chests, containers etc.",Labels,Sandıklar
Create,V/T/Imp,To create sth,Actions,Oluştur
Create,V/T/Imp,To create sth living,Actions,Yarat
Create a Group,VP/Imp,,Actions,Grup Oluştur
Create a Lobby,VP/Imp,,Actions,Lobi Oluştur
Create a Party,VP/Imp,,Actions,Parti Oluştur
Create Account,VP/Imp,,Actions,Hesap Oluştur
Create Group,VP/Imp,,Actions,Grup Oluştur
Create Lobby,VP/Imp,,Actions,Lobi Oluştur
Create Party,VP/Imp,,Actions,Parti Oluştur
Create Player,VP/Imp,,Actions,Oyuncu Oluştur
Created,V/Past/Pass,Sth was created by sb,Status,Oluşturuldu
Created,V/Past/Pass,Sth living was created by sb,Status,Yaratıldı
Creating,V/PrCon/Pass,Sb is creating sth,Actions,Oluşturuluyor
Creating,N,Creating in menus etc.,Labels,Oluşturma
Creating,V/PrCon/Act,Sb is creating sth living,Actions,Yaratıyor
Creative Director,NP,,Credits,Yaratıcı Yönetmen
Creative Directors,NP/Pl,,Credits,Yaratıcı Yönetmenler
Creative Mode,NP,,Labels,Yaratıcı Modu
Creator,N,In more artistic way,Labels,Yaratıcı
Creator Mode,NP,,Labels,Yaratıcı Modu
Creator Settings,NP,,Labels,Yaratıcı Ayarları
Credits,N,,Labels,Jenerik
Crest,N,,Labels,Arma
Crests,N/Pl,,Labels,Armalar
Cripple,V/T/Imp,To cripple sb,Actions,Sakatla
Cripple,N,"A ""cripple"" sb",Labels,Sakat
Crippled,V/Past/Pass,Sb was crippled by sb,Status,Sakatlandı
Crippling,ADJ,"A ""crippling"" blow, item etc.",Labels,Sakatlayan
Crippling Blow,NP,,Labels,Sakatlayıcı Vuruş
Critical,N,,Labels,Kritik
Critical Blow,NP,,Labels,Kritik Vuruş
Critical Chance,NP,,Labels,Kritik İhtimali
Critical Damage,NP,,Labels,Kritik Hasar
Critical Hit,NP,,Labels,Kritik Vuruş
Cross Platform,NP,,Genre,Çapraz Platform
Cross Platform,NP,,Labels,Çapraz Platform
Crossbow,N,,Labels,Arbalet
Crossbows,N/Pl,,Labels,Arbaletler
Crouch,V/I/Imp,To crouch,Actions,Eğil
Crouched,V/Past/Act,Sb was crouched,Status,Eğildi
Crouching,N,In menus etc.,Labels,Eğilme
Crouching,V/PrCon/Act,Sb is crouching,Actions,Eğiliyor
Crowbar,N,,Labels,Levye
Crown,N,,Labels,Taç
Cure,N,,Labels,Şifa
Cure,V/I/Imp,To cure a status effect,Actions,Şifa Ver
Cured,V/Past/Pass,Sb was cured by sb,Status,Şifa Verildi
Curing,N,Curing skill etc. in menus,Labels,Şifa Verme
Curing,V/PrCon/Act,Sb is curing sb,Actions,Şifa Veriyor
Curse,V/T/Imp,"To curse sth or sb, magical",Actions,Lanetle
Curse,N,"A ""curse"" in menus etc. magical",Labels,Lanet
Curse Resistance,NP,Magical,Labels,Lanet Direnci
Cursed,V/Past/Pass,Sb was cursed by sb or sth,Status,Lanetlendi
Cursed,ADJ,"A ""cursed"" thing, magical",Labels,Lanetli
Cursing,V/PrCon/Act,"Sb is cursing sth or sb, magical",Actions,Lanetliyor
Cursor,N,Cursor in screen,Labels,İşaretçi
Curved Sword,NP,,Labels,Kavisli Kılıç
Custom,ADJ,"In menus, settings, custom",Grades,Özel
Custom Settings,NP,,Labels,Özel Ayarlar
Customize,V/T/Imp,To customize,Actions,Özelleştir
Customize Controls,VP/Imp,To customize,Actions,Kontrolleri Özelleştir
Customized,V/Past/Pass,Sth was customized by sb,Status,Özelleştirildi
Cutscene,NP,,Credits,Ara Sahne
Cutscenes,NP/Pl,,Credits,Ara Sahneler
Cyborg,N,,Labels,Siborg
Cyborg,NP,,Labels,Sibernetik Organizma
Cyborgs,N/Pl,,Labels,Siborglar
Cyborgs,NP/Pl,,Labels,Sibernetik Organizmalar
Cycle Firing Mode,VP/Imp,To cycle firing mode,Actions,Ateşleme Modunu Değiştir
Dagger,N,"A ""dagger""",Labels,Hançer
Dagger,N,To dagger ,Actions,Hançerle
Daggers,N/Pl,,Labels,Hançerler
Daily,ADJ,,Labels,Günlük
Daily Mission,NP,,Labels,Günlük Görev
Daily Missions,NP/Pl,,Labels,Günlük Görevler
Damage,N,,Labels,Hasar
Damage,V/I/Imp,To damage sth or sb,Actions,Hasar Ver
Damage Per Second,NP,,Labels,Saniye Başına Hasar
Dash,V/I/Imp,To dash,Actions,Atıl
Dashed,V/Past/Act,Sb was dashed,Status,Atıldı
Dashing,V/PrCon/Act,Sb is dashing,Actions,Atılıyor
Dashing,N,"In menus, skill etc.",Labels,Atılma
Data,N,,Labels,Veri
Data Usage,NP,,Labels,Veri Kullanımı
Data Usage Agreement,NP,,Labels,Veri Kullanımı İzni
Database,N,,Labels,Veri Tabanı
Dead,ADJ,"""Dead"" person",Labels,Ölü
Dead Zone,NP,,Labels,Ölü Bölge
Deadzone,NP,,Labels,Ölü Bölge
Death,N,Death,Labels,Ölüm
Death,N,Angel of death,Labels,Azrail
Death Cam,NP,,Labels,Ölüm Kamerası
Deathmatch,NP,,Labels,Ölüm Karşılaşması
Deaths,N/Pl,,Labels,Ölümler
Decelerate,V/I/Imp,To slow a vehicle,Actions,Yavaşla
Deceleration,N,"In menus, controls etc.",Labels,Yavaşlama
Decline,V/T/Imp,To decline a thing,Actions,Reddet
Decoration,N,,Labels,Dekorasyon
Decorations,N/Pl,,Labels,Dekorasyonlar
Decoy Grenade,NP,,Labels,Yanıltıcı Bomba
Decrease Camera Speed,VP/Imp,,Actions,Kamera Hızını Düşür
Decrease Play Speed,VP/Imp,,Actions,Oynanış Hızını Düşür
Decrease Throttle,VP/Imp,,Actions,Hız Kes
Default,N,Some settings set to default,Grades,Varsayılan
Default Settings,NP,,Labels,Varsayılan Ayarlar
Default System Device,NP,,Labels,Varsayılan Sistem Aygıtı
Defeat,N,,Labels,Bozgun
Defeat,V/T/Imp,To defeat ,Actions,Bozguna Uğrat
Defeated,V/Past/Pass,Sb was defeated by sb,Status,Bozguna Uğradı
Defence,N,In items etc,Labels,Savunma
Defend,V/T/Imp,To defend,Actions,Savun
Defended,V/Past/Pass,Sb was defended by sb,Status,Savunuldu
Defender,N,Defender team,Labels,Savunan
Defending,V/PrCon/Act,Sb is defending,Actions,Savunuyor
Deflect,V/T/Imp,To deflect an attack,Actions,Saptır
Deflected,V/Past/Pass,An attack was deflected by sb,Status,Saptırıldı
Deflected,ADJ,"A ""deflected"" thing",Labels,Saptırılmış
Deflecting,N,In menus etc.,Labels,Saptırma
Deflecting,V/PrCon/Act,Sb is deflecting,Actions,Saptırıyor
Deity,N,Difficulty options,Grades,İlah
Delete,V/T/Imp,To delete,Actions,Sil
Delete Character,VP/Imp,To delete,Actions,Karakteri Sil
Demo,N,,Labels,Demo
Demon,N,,Labels,İblis
Depth,N,,Labels,Derinlik
Depth of Field,NP,,Labels,Alan Derinliği
Descend,V/T/Imp,"To descend a skill, item etc.",Actions,Düşür
Descend,V/I/Imp,"To scroll down, move down",Actions,İn
Description,N,,Labels,Açıklama
Descriptions,N/Pl,,Labels,Açıklamalar
Design,V/T/Imp,To design sth,Actions,Tasarla
Design Director,NP,,Credits,Tasarım Yönetmeni
Design Directors,NP/Pl,,Credits,Tasarım Yönetmenleri
Designed,V/Past/Pass,Sth was designed by sb,Status,Tasarlandı
Designed,ADJ,"A ""designed"" item etc. IM",Labels,Tasarlanmış
Designing,N,"Character's designing skill, IM",Labels,Tasarlama
Destroy,V/T/Imp,To destroy sth,Actions,Yok Et
Destroyed,V/Past/Pass,Sth was destroyed by sb,Status,Yok Edildi
Destroyer,N,Title,Labels,Yok Edici
Destroying,V/PrCon/Act,Sb is destroying sth,Actions,Yok Ediyor
Destroying,ADJ,"A ""destroying"" item",Labels,Yok Eden
Developed by,VP,,Credits,Tarafından Geliştirildi
Developer,N,,Credits,Geliştirici
Device,N,"Keyboard, controller etc.",Labels,Cihaz
Devices,N/Pl,"Keyboard, controller etc.",Labels,Cihazlar
DEX,Abbr.,Character stat,Labels,ÇEV
Dexterity,N,Character stat,Labels,Çeviklik
Dialogues,N/Pl,,Labels,Diyaloglar
Diamond,N,,Labels,Elmas
Diamond Ore,NP,,Labels,Elmas Cevheri
Dice,N,A dice,Labels,Zar
Dice,V/I/Imp,To roll a dice,Actions,Zar At
Die,V/I/Imp,To die,Actions,Öl
Died,V/Past/Act,Sb died,Status,Öldü
Difficulties,N/Pl,,Labels,Zorluklar
Difficulty,N,,Labels,Zorluk
Difficulty Options,NP,,Labels,Zorluk Seçenekleri
Dig,V/T/Imp,To dig earth etc.,Actions,Kaz
Director,N,,Credits,Yönetmen
DirectX Version,NP,,Labels,DirectX Sürümü
Dirt,N,"Earth, ground",Labels,Toprak
Dirt Bike,NP,,Labels,Arazi Motosikleti
Dirty,ADJ,"A ""dirty"" item",Labels,Kirli
Disable,VP/Imp,To disable a setting etc.,Actions,Devre Dışı Bırak
Disable All Sound,VP/Imp,,Actions,Tüm Sesleri Devre Dışı Bırak
Disabled,V/Past/Act,"Sb disabled a setting, device",Status,Devre Dışı
Discard,V/I/Imp,"To discard a change, a move",Actions,Vazgeç
Discard,V/T/Imp,To discard an item etc.,Actions,Bırak
Discard Selected Number,VP/Imp,Items etc.,Actions,Seçili Sayıda Bırak
Discover,V/T/Imp,To discover,Actions,Keşfet
Discovered,V/Past/Pass,Some place was discovered by sb,Status,Keşfedildi
Discoverer,N,,Labels,Kaşif
Discovering,V/PrCon/Act,Sb is discovering ,Actions,Keşfediyor
Discovery,N,,Labels,Keşif
Discovery,N,,Genre,Keşif
Display,V/T/Imp,To display,Actions,Görüntüle
Display,N,"""Display"" in menus, item etc.",Labels,Ekran
Display Blood,NP,,Labels,Kan Gösterimi
Display Configuration,NP,,Labels,Görüntü Yapılandırması
Display Mode,NP,,Labels,Görüntüleme Modu
Display Settings,NP,,Labels,Görüntü Ayarları
Displaying,V/PrCon/Act,,Actions,Görüntülüyor
Dive,V/I/Imp,To dive while swimming etc.,Actions,Dal
Dive,V/I/Imp,To dive inside of a group etc.,Actions,İçeri Gir
Dived,V/Past/Pass,Sb dived,Status,Daldı
Diving,V/PrCon/Act,Sb is diving ,Actions,Dalıyor
DLC,NP/Acr.,Downloadable content,Labels,İndirilebilir İçerik
DLCs,NP/Acr.,Downloadable contents,Labels,İndirilebilir İçerikler
Dodge,V/I/Imp,To dodge,Actions,Kaçın
Dodged,V/Past/Pass,Sth was dodged by sb,Status,Kaçındı
Dodging,V/PrCon/Act,Sb is dodging,Actions,Kaçınıyor
Dodging,N,Dodging skill etc. IM,Labels,Kaçınma
Dog,N,,Labels,Köpek
Dogs,N/Pl,,Labels,Köpekler
Done,V/Past/Pass,Settings was done etc.,Status,Tamamlandı
Done,V/Past/Pass,Mission was done etc.,Status,Bitti
Door,N,,Labels,Kapı
Door Key,NP,,Labels,Kapı Anahtarı
Doors,N/Pl,,Labels,Kapılar
Double-Click,NP,,Labels,Çift Tıklama
Down,Prep.,,Labels,Aşağı
Download,V/T/Imp,To download,Actions,İndir
Downloadable Content,NP,,Labels,İndirilebilir İçerik
Downloadable Contents,NP/Pl,,Labels,İndirilebilir İçerikler
Downloading,V/PrCon/Act,Sth is downloading,Labels,İndiriliyor
Downloads,N/Pl,,Labels,İndirmeler
DPS,Acr.,,Labels,SBH
Drag,V/I/Imp,To drag sth in menus,Actions,Sürükle
Drag and Drop,V/I/Imp,To drag and drop sth in menus,Actions,Sürükle ve Bırak
Dragon,N,,Labels,Ejderha
Dragons,N/Pl,,Labels,Ejderhalar
Drink,N,Alcoholic drink,Labels,İçki
Drink,N,Non alcoholic drink,Labels,İçecek
Drinks,N/Pl,Non alcoholic drinks,Labels,İçecekler
Drinks,N/Pl,Alcoholic drinks,Labels,İçkiler
Drink,V/T/Imp,To drink sth,Actions,İç
Drinking,V/PrCon/Act,Sb drinking sth,Actions,İçiyor
Drunk,V/Past/Pass,Sth drunk by sb,Status,İçildi
Drunken,ADJ,"A ""drunken"" person",Labels,Sarhoş
Drive,V/T/Imp,To drive,Actions,Sür
Driver,N,,Labels,Sürücü
Drivers,N/Pl,,Labels,Sürücüler
Driving,V/PrCon/Act,Sb is driving ,Actions,Sürüyor
Drop,V/T/Imp,To drop an item etc.,Actions,Bırak
Dropped,V/Past/Pass,An item was dropped by sb,Status,Düşürüldü
Drowse,V/T/Imp,To drowse sb,Actions,Uyut
Drowsed,ADJ,"A ""drowsed"" sb",Labels,Uykulu
Drowsing,V/PrCon/Pass,Sb drowsing sb,Actions,Uyutuluyor
Drowsing,N,In menus etc.,Labels,Uyutma
Drowsing Resistance,NP,,Labels,Uyutulma Direnci
Dry,ADJ,"A ""dry"" cloth",Labels,Kuru
Dual Wielding,NP,,Labels,Çift Kuşanma
Duel,V/I/Imp,To duel,Actions,Düello Yap
Duel,N,,Labels,Düello
Duelist,N,,Labels,Düellocu
Dungeon,N,,Labels,Zindan
Dungeon Finder,NP,,Labels,Zindan Bulucu
Dungeons,N/Pl,,Labels,Zindanlar
Duplicate,V/T/Imp,To duplicate an item etc.,Actions,Çoğalt
Duplicate,N,"A ""duplicate"" item",Labels,Kopya
Duplicated,V/Past/Pass,Sth was duplicated by sb,Status,Çoğaltıldı
Duplicating,N,"In menus, controls etc.",Labels,Çoğaltma
Durability,N,"Weapon, armor durability",Labels,Sağlamlık
Duration,N,,Labels,Süre
Dwarf,N,,Labels,Cüce
Dwarfs,N/Pl,,Labels,Cüceler
Dye,N,,Labels,Boya
Dye,N,,Actions,Boya
Dyes,N/Pl,,Labels,Boyalar
Dying,ADJ,"A ""dying"" sb etc.",Labels,Ölen
Dying,V/PrCon/Act,Sb is dying,Actions,Ölüyor
Dynamic Camera,NP,,Labels,Hareketli Kamera
Ear,N,,Labels,Kulak
Ears,N/Pl,,Labels,Kulaklar
Earth,N,World,Labels,Dünya
Earth,N,Ground,Labels,Toprak
Earth Damage,NP,,Labels,Toprak Hasarı
Earth Resistance,NP,,Labels,Toprak Direnci
Easy,ADJ,Difficulty etc.,Grades,Kolay
E-Brake,N,,Labels,El Freni
Edit,V/T/Imp,To edit sth,Actions,Düzenle
Edit Profile,VP/Imp,,Actions,Profili Düzenle
Edited,V/Past/Pass,Sth was edited by sb,Status,Düzenlendi
Editing,V/PrCon/Pass,Sb is editing,Actions,Düzenleniyor
Editing,N,In menus etc.,Labels,Düzenleme
Effect,V/T/Imp,To effect,Actions,Etkile
Effect Detail,NP,,Labels,Efekt Detayı
Effect Details,NP/Pl,,Labels,Efekt Detayları
Effected,V/Past/Pass,Sb or sth was effected by sb,Status,Etkilendi
Effecting,V/PrCon/Act,Sb is effecting,Actions,Etkiliyor
Effecting,N,,Labels,Etkileme
Effects,N/Pl,Graphic effects etc.,Labels,Efektler
Effects,N/Pl,Status effects etc.,Labels,Etkiler
Effects Quality,NP,,Labels,Efekt Kalitesi
Egg,N,,Labels,Yumurta
Eggs,N/Pl,,Labels,Yumurtalar
Eject,V/T/Imp,To eject,Actions,Fırlat
Ejected,V/Past/Pass,Sb was ejected,Status,Fırlatıldı
Elf,N,,Labels,Elf
Elves,N/Pl,,Labels,Elfler
E-Mail,NP/Abbr.,,Labels,E-Posta
Emerald,N,,Labels,Zümrüt
Emerald Ore,NP,,Labels,Zümrüt Cevheri
Emote,V/I/Imp,To emote,Actions,İfade Kullan
Emote,N,An emote,Labels,İfade
Emotes,N/Pl,,Labels,İfadeler
Empty,ADJ,,Labels,Boş
Empty Slot,NP,Empty place,Labels,Boş Alan
Empty Slot,NP,In item etc.,Labels,Boş Yuva
Enable,V/T/Imp,To enable,Actions,Etkinleştir
Enable Edge Panning,VP/Imp,To enable,Actions,Kenardan Kaydırmayı Etkinleştir
Enable Language Filter,VP/Imp,,Actions,Dil Filtresini Etkinleştir
Enable Music,VP/Imp,,Actions,Müziği Etkinleştir
Enable SFX,VP/Imp,,Actions,Ses Efektlerini Etkinleştir
Enable SFX,VP/Imp,,Actions,Özel Efektleri Etkinleştir
Enable Sound,VP/Imp,,Actions,Sesi Etkinleştir
Enabled,V/Past/Pass,Sth was enabled by sb,Status,Etkinleştirildi
Enables Sounds,VP/Imp,,Actions,Sesleri Etkinleştir
Enchant,V/T/Imp,To enchant,Actions,Efsunla
Enchanted,V/Past/Pass,Sth was enchanted,Status,Efsunlandı
Enchanter,N,,Labels,Efsuncu
Enchanting,N,"In menus, character's skill etc.",Labels,Efsunlama
Enchanting,V/PrCon/Act,Sb is enchanting sth,Actions,Efsunluyor
Encounter,N,An encounter with sth or sb,Labels,Karşılaşma
Encountered,V/Past/Pass,Sth or sb encountered by sb,Status,Karşılaşıldı
Encumbrance,N,Backpack weight etc.,Labels,Yük
END,N/Abbr.,Character stat,Labels,DAY
Endurance,N,Character stat,Labels,Dayanıklılık
Endure,V/I/Imp,To endure against sth,Actions,Dayan
Enemies,N/Pl,,Labels,Düşmanlar
Enemy,N,,Labels,Düşman
Enemy Damage,NP,,Labels,Düşman Hasarı
Energy,N,,Labels,Enerji
Energy Shield,NP,,Labels,Enerji Kalkanı
Energy Shields,NP/Pl,,Labels,Enerji Kalkanları
English,N,,Labels,İngilizce
Enhance,V/T/Imp,To enhance sth,Actions,Geliştir
Enhanced,V/Past/Pass,Sth was enhanced by sb,Status,Geliştirildi
Enhancing,N,"In menus, character skill etc.",Labels,Geliştirme
Enhancing,V/PrCon/Act,Sb is enhancing,Actions,Geliştiriyor
Environment,N,,Labels,Çevre
Environment Artist,NP,,Credits,Çevre Sanatçısı
Environment Quality,NP,,Labels,Çevre Kalitesi
Epic,ADJ,An item or graphic quality,Grades,Epik
Equip,V/T/Imp,To equip an item,Actions,Kuşan
Equipment,N,,Labels,Ekipman
Equipments,N/Pl,,Labels,Ekipmanlar
Equipped,V/Past/Pass,Sth was equipped by sb,Status,Kuşanıldı
Error Code,NP,,Labels,Hata Kodu
ESC,Abbr.,ESC key in keyboard,Labels,ESC
Escape,V/I/Imp,To run from a battle etc.,Actions,Kaç
Escape,V/I/Imp,To leave ,Actions,Çık
Escape,N,ESC key in keyboard,Labels,Escape
Escaped,V/Past/Act,Sb escaped,Status,Kaçtı
Event,N,,Labels,Etkinlik
Events,N/Pl,,Labels,Etkinlikler
Executive Producer,NP,,Credits,İdari Yapımcı
Executive Producers,NP/Pl,,Credits,İdari Yapımcılar
Exit,V/I/Imp,To leave,Actions,Çık
Exit,N,In menus etc.,Labels,Çıkış
Exit to Desktop,VP/Imp,To exit,Actions,Masaüstüne Dön
Exit to Desktop?,Interrogative,,Sentences,Masaüstüne Dönülsün mü?
Exit to Desktop?,Interrogative,,Sentences,Masaüstüne Dön?
Exit to Lobby,VP/Imp,To exit,Actions,Lobiye Dön
Exit?,Interrogative,,Sentences,Çıkılsın mı?
Exit?,Interrogative,,Sentences,Çıkış Yapılsın mı?
EXP,Acr.,Experience point,Labels,TP
Expand,V/T/Imp,To expand sth,Actions,Genişlet
Experience,N,,Labels,Tecrübe
Experience Point,NP,,Labels,Tecrübe Puanı
Experience Points,NP,,Labels,Tecrübe Puanı
Expert,ADJ,Difficulty option etc.,Grades,Uzman
Explosive,N,,Labels,Patlayıcı
Explosive Arrow,NP,,Labels,Patlayıcı Ok
Extras,N/Pl,,Labels,Ekstralar
Eye,N,,Labels,Göz
Eyes,N/Pl,,Labels,Gözler
Face,N,,Labels,Yüz
Facial Features,NP,,Labels,Yüz Özellikleri
FAI,Abbr.,Character's stat,Labels,İNA
Faith,N,Character's stat,Labels,İnanç
Fantasy,NP,,Genre,Hayal Ürünü
Fantasy Game,NP,,Genre,Hayal Ürünü
Far Away,ADV,Sb or sth is far away,Status,Çok Uzakta
Farm,N,"A farming place, building.",Labels,Çiftlik
Farm,V/T/Imp,To farm vegetable,Actions,Yetiştir
Farm,V/T/Imp,To farm exp or item,Actions,Kas
Farming,N,Vegetable farming skill etc. IM,Labels,Çiftçilik
Farming Game,NP,,Genre,Çiftçilik Oyunu
Farming,N,Item or exp farming,Labels,Kasma
Feet,N/Pl,,Labels,Ayaklar
Feet Armour,NP/Pl,,Labels,Ayak Zırhları
Female,N,,Labels,Kadın
Fence,N,,Labels,Çit
Fences,N/Pl,,Labels,Çitler
FIN,Abbr.,Character's stat,Labels,KUR
Fidelityfx CAS,N,,Labels,Fidelityfx CAS
Field of View,NP,,Labels,Görüş Alanı
Fighter,N,A character class etc.,Labels,Dövüşçü
Fight Game,NP,,Genre,Dövüş Oyunu
Fighter,N,A plane class,Labels,Avcı
File Location,NP,,Labels,Dosya Konumu
Filtering Mode,NP,,Labels,Filtreleme Modu
Finesse,N,Character's stat,Labels,Kurnazlık
Finger,N,,Labels,Parmak
Fingers,N/Pl,,Labels,Parmaklar
Fire,V/I/Imp,To fire a firearm,Actions,Ateş Et
Fire,N,Flames when something burns,Labels,Ateş
Fire,V/T/Imp,To fire a person etc.,Actions,Kov
Fire,V/T/Imp,"To fire a crosbow, non firearm",Actions,Fırlat
Fire Arrow,NP,,Labels,Ateş Oku
Fire Attack,NP,,Labels,Ateş Saldırısı
Fire Damage,NP,,Labels,Ateş Hasarı
Fire Resistance,NP,,Labels,Ateş Direnci
Firework,NP,,Labels,Havai Fişek
Fireworks,NP/Pl,,Labels,Havai Fişekler
Firing,N,"In menus, firearms",Labels,Ateş Etme
Firing Mode,NP,"In menus, weapons",Labels,Ateşleme Modu
Firing Modes,NP/Pl,"In menus, weapons",Labels,Ateşleme Modları
First Aid Kit,NP,,Labels,İlk Yardım Çantası
First Name,N,,Labels,Adı
First Person,NP,Camera etc.,Labels,Birinci Şahıs
First Person Camera,NP,,Labels,Birinci Şahıs Kamerası
First Person Shooter,NP,,Labels,Birinci Şahıs Nişancı
First Person View,NP,,Labels,Birinci Şahıs Bakış Açısı
First Place,ADJ,Sb placed in first,Grades,Birinci
Fishing Rod,N,,Labels,Olta
Fist Weapon,NP,,Labels,Yumruk Silahı
Flail,N,,Labels,Gürz
Flails,N/Pl,,Labels,Gürzler
Flame,N,,Labels,Alev
Flash,V/I/Imp,To jump in a blink of an eye,Actions,Sıçra
Flashed,V/Past/Act,"Sb jumped, dashed",Status,Sıçradı
Flashing,V/PrCon/Act,"Sb is jumping, dashed",Actions,Sıçrıyor
Flashing,N,"In menus, dashing, jumping",Labels,Sıçrama
Flashlight,N,,Labels,El Feneri
Fled,V/Past/Act,Sb run away,Status,Kaçtı
Flee,V/I/Imp,To run away from battle etc.,Actions,Kaç
Fleeing,V/PrCon/Act,Sb is running away,Actions,Kaçıyor
Flew,V/Past/Act,Sb flew,Status,Uçtu
Flint,N,,Labels,Çakmak Taşı
Flint and Steel,N-N,,Labels,Çakmaktaşı ve Çelik
Flower,N,,Labels,Çiçek
Flowers,N/Pl,,Labels,Çiçekler
Fly,V/I/Imp,To fly,Actions,Uç
Flying,V/PrCon/Act,Sb is flying,Actions,Uçuyor
Focus,V/I/Imp,To focus,Actions,Odaklan
Focused,V/Past/Act,Sb focused,Status,Odaklandı
Focusing,V/PrCon/Act,Sb is focusing,Actions,Odaklanıyor
Focusing,N,In menus etc.,Labels,Odaklanma
Folder,N,,Labels,Klasör
Folder Location,NP,,Labels,Klasör Konumu
Foley Artist,NP,,Credits,Foley Sanatçısı
Foley Artists,NP,,Credits,Foley Sanatçıları
Foliage,N,,Labels,Yeşillik
Font,NP,,Labels,Yazı Tipi
Font Size,NP,,Labels,Yazı Boyutu
Fonts,NP,,Labels,Yazı Tipleri
Food,N,,Labels,Yemek
Foot,N,,Labels,Ayak
Foot Armour,NP,,Labels,Ayak Zırhı
For More Information,Expression,,Sentences,Daha Fazla Bilgi İçin
Forgot Password,Expression,,Sentences,Parolamı Unuttum
Fortification,N,"Act of fortification, IM etc.",Labels,Sağlamlaştırma
Fortify,V/T/Imp,To fortify,Actions,Sağlamlaştır
